step,train_loss_sum,train_loss_per_token,lr_multiplier,phase
84,175616.0,5.359375,1.0,constant_lr
85,176640.0,5.390625,1.0,constant_lr
86,176256.0,5.37890625,1.0,constant_lr
87,175104.0,5.34375,1.0,constant_lr
88,174464.0,5.32421875,1.0,constant_lr
89,175104.0,5.34375,1.0,constant_lr
90,175744.0,5.36328125,1.0,constant_lr
91,173184.0,5.28515625,1.0,constant_lr
92,173952.0,5.30859375,1.0,constant_lr
93,172160.0,5.25390625,1.0,constant_lr
94,172544.0,5.265625,1.0,constant_lr
95,174336.0,5.3203125,1.0,constant_lr
96,173056.0,5.28125,1.0,constant_lr
97,172032.0,5.25,1.0,constant_lr
98,173056.0,5.28125,1.0,constant_lr
99,171392.0,5.23046875,1.0,constant_lr
100,170368.0,5.19921875,1.0,constant_lr
101,173184.0,5.28515625,1.0,constant_lr
102,172544.0,5.265625,1.0,constant_lr
103,171136.0,5.22265625,1.0,constant_lr
104,171904.0,5.24609375,1.0,constant_lr
105,170496.0,5.203125,1.0,constant_lr
106,172288.0,5.2578125,1.0,constant_lr
107,169088.0,5.16015625,1.0,constant_lr
108,170112.0,5.19140625,1.0,constant_lr
109,170752.0,5.2109375,1.0,constant_lr
110,169984.0,5.1875,1.0,constant_lr
111,172416.0,5.26171875,1.0,constant_lr
112,171392.0,5.23046875,1.0,constant_lr
113,168064.0,5.12890625,1.0,constant_lr
114,169088.0,5.16015625,1.0,constant_lr
115,169216.0,5.1640625,1.0,constant_lr
116,166912.0,5.09375,1.0,constant_lr
117,168064.0,5.12890625,1.0,constant_lr
118,168832.0,5.15234375,1.0,constant_lr
119,166272.0,5.07421875,1.0,constant_lr
120,168576.0,5.14453125,1.0,constant_lr
121,166656.0,5.0859375,1.0,constant_lr
122,170880.0,5.21484375,1.0,constant_lr
123,166144.0,5.0703125,1.0,constant_lr
124,168448.0,5.140625,1.0,constant_lr
125,166784.0,5.08984375,1.0,constant_lr
126,166144.0,5.0703125,1.0,constant_lr
127,168064.0,5.12890625,1.0,constant_lr
128,167680.0,5.1171875,1.0,constant_lr
129,165120.0,5.0390625,1.0,constant_lr
130,165376.0,5.046875,1.0,constant_lr
131,165632.0,5.0546875,1.0,constant_lr
132,164992.0,5.03515625,1.0,constant_lr
133,165504.0,5.05078125,1.0,constant_lr
134,166144.0,5.0703125,1.0,constant_lr
135,166400.0,5.078125,1.0,constant_lr
136,164736.0,5.02734375,1.0,constant_lr
137,163072.0,4.9765625,1.0,constant_lr
138,165376.0,5.046875,1.0,constant_lr
139,164096.0,5.0078125,1.0,constant_lr
140,164864.0,5.03125,1.0,constant_lr
141,165248.0,5.04296875,1.0,constant_lr
142,164736.0,5.02734375,1.0,constant_lr
143,165760.0,5.05859375,1.0,constant_lr
144,162304.0,4.953125,1.0,constant_lr
145,163968.0,5.00390625,1.0,constant_lr
146,165376.0,5.046875,1.0,constant_lr
147,162688.0,4.96484375,1.0,constant_lr
148,161536.0,4.9296875,1.0,constant_lr
149,162560.0,4.9609375,1.0,constant_lr
150,164736.0,5.02734375,1.0,constant_lr
151,161024.0,4.9140625,1.0,constant_lr
152,162432.0,4.95703125,1.0,constant_lr
153,162432.0,4.95703125,1.0,constant_lr
154,161536.0,4.9296875,1.0,constant_lr
155,161536.0,4.9296875,1.0,constant_lr
156,163200.0,4.98046875,1.0,constant_lr
157,160640.0,4.90234375,1.0,constant_lr
158,161152.0,4.91796875,1.0,constant_lr
159,162432.0,4.95703125,1.0,constant_lr
160,163840.0,5.0,1.0,constant_lr
161,160896.0,4.91015625,1.0,constant_lr
162,161920.0,4.94140625,1.0,constant_lr
163,161536.0,4.9296875,1.0,constant_lr
164,160000.0,4.8828125,1.0,constant_lr
165,160640.0,4.90234375,1.0,constant_lr
166,162560.0,4.9609375,1.0,constant_lr
167,159232.0,4.859375,1.0,constant_lr
168,160256.0,4.890625,1.0,constant_lr
169,159872.0,4.87890625,1.0,constant_lr
170,160256.0,4.890625,1.0,constant_lr
171,158592.0,4.83984375,1.0,constant_lr
172,159744.0,4.875,1.0,constant_lr
173,160256.0,4.890625,1.0,constant_lr
174,159744.0,4.875,1.0,constant_lr
175,159872.0,4.87890625,1.0,constant_lr
176,160512.0,4.8984375,1.0,constant_lr
177,157056.0,4.79296875,1.0,constant_lr
178,160640.0,4.90234375,1.0,constant_lr
179,160768.0,4.90625,1.0,constant_lr
180,160256.0,4.890625,1.0,constant_lr
181,160000.0,4.8828125,1.0,constant_lr
182,159744.0,4.875,1.0,constant_lr
183,158080.0,4.82421875,1.0,constant_lr
184,160384.0,4.89453125,1.0,constant_lr
185,159872.0,4.87890625,1.0,constant_lr
186,160256.0,4.890625,1.0,constant_lr
187,158592.0,4.83984375,1.0,constant_lr
188,157568.0,4.80859375,1.0,constant_lr
189,158464.0,4.8359375,1.0,constant_lr
190,158592.0,4.83984375,1.0,constant_lr
191,156800.0,4.78515625,1.0,constant_lr
192,156800.0,4.78515625,1.0,constant_lr
193,159104.0,4.85546875,1.0,constant_lr
194,156288.0,4.76953125,1.0,constant_lr
195,156160.0,4.765625,1.0,constant_lr
196,157824.0,4.81640625,1.0,constant_lr
197,158080.0,4.82421875,1.0,constant_lr
198,155008.0,4.73046875,1.0,constant_lr
199,157312.0,4.80078125,1.0,constant_lr
200,157440.0,4.8046875,1.0,constant_lr
201,152960.0,4.66796875,1.0,constant_lr
202,157312.0,4.80078125,1.0,constant_lr
203,158208.0,4.828125,1.0,constant_lr
204,154368.0,4.7109375,1.0,constant_lr
205,156288.0,4.76953125,1.0,constant_lr
206,155520.0,4.74609375,1.0,constant_lr
207,154752.0,4.72265625,1.0,constant_lr
208,155648.0,4.75,1.0,constant_lr
209,156928.0,4.7890625,1.0,constant_lr
210,156800.0,4.78515625,1.0,constant_lr
211,155648.0,4.75,1.0,constant_lr
212,156416.0,4.7734375,1.0,constant_lr
213,155648.0,4.75,1.0,constant_lr
214,152192.0,4.64453125,1.0,constant_lr
215,154368.0,4.7109375,1.0,constant_lr
216,155648.0,4.75,1.0,constant_lr
217,154624.0,4.71875,1.0,constant_lr
218,155264.0,4.73828125,1.0,constant_lr
219,153472.0,4.68359375,1.0,constant_lr
220,153472.0,4.68359375,1.0,constant_lr
221,153344.0,4.6796875,1.0,constant_lr
222,154496.0,4.71484375,1.0,constant_lr
223,152192.0,4.64453125,1.0,constant_lr
224,155392.0,4.7421875,1.0,constant_lr
225,155392.0,4.7421875,1.0,constant_lr
226,153472.0,4.68359375,1.0,constant_lr
227,153216.0,4.67578125,1.0,constant_lr
228,155648.0,4.75,1.0,constant_lr
229,153216.0,4.67578125,1.0,constant_lr
230,154112.0,4.703125,1.0,constant_lr
231,155008.0,4.73046875,1.0,constant_lr
232,151808.0,4.6328125,1.0,constant_lr
233,154880.0,4.7265625,1.0,constant_lr
234,155520.0,4.74609375,1.0,constant_lr
235,152960.0,4.66796875,1.0,constant_lr
236,153984.0,4.69921875,1.0,constant_lr
237,154496.0,4.71484375,1.0,constant_lr
238,152192.0,4.64453125,1.0,constant_lr
239,151552.0,4.625,1.0,constant_lr
240,152320.0,4.6484375,1.0,constant_lr
241,150528.0,4.59375,1.0,constant_lr
242,151040.0,4.609375,1.0,constant_lr
243,151168.0,4.61328125,1.0,constant_lr
244,152704.0,4.66015625,1.0,constant_lr
245,151808.0,4.6328125,1.0,constant_lr
246,152064.0,4.640625,1.0,constant_lr
247,151424.0,4.62109375,1.0,constant_lr
248,150144.0,4.58203125,1.0,constant_lr
249,150144.0,4.58203125,1.0,constant_lr
250,151040.0,4.609375,1.0,constant_lr
251,149120.0,4.55078125,1.0,constant_lr
252,151040.0,4.609375,1.0,constant_lr
253,150272.0,4.5859375,1.0,constant_lr
254,150016.0,4.578125,1.0,constant_lr
255,151808.0,4.6328125,1.0,constant_lr
256,152320.0,4.6484375,1.0,constant_lr
257,150272.0,4.5859375,1.0,constant_lr
258,152704.0,4.66015625,1.0,constant_lr
259,152064.0,4.640625,1.0,constant_lr
260,148992.0,4.546875,1.0,constant_lr
261,149632.0,4.56640625,1.0,constant_lr
262,151424.0,4.62109375,1.0,constant_lr
263,147840.0,4.51171875,1.0,constant_lr
264,150656.0,4.59765625,1.0,constant_lr
265,151296.0,4.6171875,1.0,constant_lr
266,148864.0,4.54296875,1.0,constant_lr
267,150912.0,4.60546875,1.0,constant_lr
268,148992.0,4.546875,1.0,constant_lr
269,151040.0,4.609375,1.0,constant_lr
270,148864.0,4.54296875,1.0,constant_lr
271,148864.0,4.54296875,1.0,constant_lr
272,149376.0,4.55859375,1.0,constant_lr
273,149120.0,4.55078125,1.0,constant_lr
274,150656.0,4.59765625,1.0,constant_lr
275,148864.0,4.54296875,1.0,constant_lr
276,148352.0,4.52734375,1.0,constant_lr
277,150144.0,4.58203125,1.0,constant_lr
278,147712.0,4.5078125,1.0,constant_lr
279,146560.0,4.47265625,1.0,constant_lr
280,149248.0,4.5546875,1.0,constant_lr
281,148352.0,4.52734375,1.0,constant_lr
282,149376.0,4.55859375,1.0,constant_lr
283,149248.0,4.5546875,1.0,constant_lr
284,149376.0,4.55859375,1.0,constant_lr
285,149248.0,4.5546875,1.0,constant_lr
286,146432.0,4.46875,1.0,constant_lr
287,148864.0,4.54296875,1.0,constant_lr
288,147712.0,4.5078125,1.0,constant_lr
289,148096.0,4.51953125,1.0,constant_lr
290,145792.0,4.44921875,1.0,constant_lr
291,147712.0,4.5078125,1.0,constant_lr
292,147712.0,4.5078125,1.0,constant_lr
293,146432.0,4.46875,1.0,constant_lr
294,145024.0,4.42578125,1.0,constant_lr
295,147328.0,4.49609375,1.0,constant_lr
296,148608.0,4.53515625,1.0,constant_lr
297,145536.0,4.44140625,1.0,constant_lr
298,147200.0,4.4921875,1.0,constant_lr
299,146048.0,4.45703125,1.0,constant_lr
300,145664.0,4.4453125,1.0,constant_lr
301,145920.0,4.453125,1.0,constant_lr
302,145920.0,4.453125,1.0,constant_lr
303,144768.0,4.41796875,1.0,constant_lr
304,145664.0,4.4453125,1.0,constant_lr
305,147072.0,4.48828125,1.0,constant_lr
306,145280.0,4.43359375,1.0,constant_lr
307,146304.0,4.46484375,1.0,constant_lr
308,145152.0,4.4296875,1.0,constant_lr
309,145536.0,4.44140625,1.0,constant_lr
310,147200.0,4.4921875,1.0,constant_lr
311,145792.0,4.44921875,1.0,constant_lr
312,145408.0,4.4375,1.0,constant_lr
313,146304.0,4.46484375,1.0,constant_lr
314,145664.0,4.4453125,1.0,constant_lr
315,143872.0,4.390625,1.0,constant_lr
316,143360.0,4.375,1.0,constant_lr
317,142592.0,4.3515625,1.0,constant_lr
318,147200.0,4.4921875,1.0,constant_lr
319,147200.0,4.4921875,1.0,constant_lr
320,144896.0,4.421875,1.0,constant_lr
321,145280.0,4.43359375,1.0,constant_lr
322,145152.0,4.4296875,1.0,constant_lr
323,143104.0,4.3671875,1.0,constant_lr
324,145408.0,4.4375,1.0,constant_lr
325,145024.0,4.42578125,1.0,constant_lr
326,142848.0,4.359375,1.0,constant_lr
327,144768.0,4.41796875,1.0,constant_lr
328,144768.0,4.41796875,1.0,constant_lr
329,142592.0,4.3515625,1.0,constant_lr
330,143872.0,4.390625,1.0,constant_lr
331,143104.0,4.3671875,1.0,constant_lr
332,142464.0,4.34765625,1.0,constant_lr
333,143488.0,4.37890625,1.0,constant_lr
334,145152.0,4.4296875,1.0,constant_lr
335,142464.0,4.34765625,1.0,constant_lr
336,144256.0,4.40234375,1.0,constant_lr
337,146048.0,4.45703125,1.0,constant_lr
338,142976.0,4.36328125,1.0,constant_lr
339,143872.0,4.390625,1.0,constant_lr
340,141312.0,4.3125,1.0,constant_lr
341,139008.0,4.2421875,1.0,constant_lr
342,143232.0,4.37109375,1.0,constant_lr
343,142208.0,4.33984375,1.0,constant_lr
344,144000.0,4.39453125,1.0,constant_lr
345,141568.0,4.3203125,1.0,constant_lr
346,142848.0,4.359375,1.0,constant_lr
347,139648.0,4.26171875,1.0,constant_lr
348,143232.0,4.37109375,1.0,constant_lr
349,141568.0,4.3203125,1.0,constant_lr
350,141568.0,4.3203125,1.0,constant_lr
351,141312.0,4.3125,1.0,constant_lr
352,141824.0,4.328125,1.0,constant_lr
353,140800.0,4.296875,1.0,constant_lr
354,141568.0,4.3203125,1.0,constant_lr
355,142464.0,4.34765625,1.0,constant_lr
356,140544.0,4.2890625,1.0,constant_lr
357,141184.0,4.30859375,1.0,constant_lr
358,140928.0,4.30078125,1.0,constant_lr
359,139392.0,4.25390625,1.0,constant_lr
360,142336.0,4.34375,1.0,constant_lr
361,141824.0,4.328125,1.0,constant_lr
362,139776.0,4.265625,1.0,constant_lr
363,140416.0,4.28515625,1.0,constant_lr
364,140672.0,4.29296875,1.0,constant_lr
365,139008.0,4.2421875,1.0,constant_lr
366,141056.0,4.3046875,1.0,constant_lr
367,139136.0,4.24609375,1.0,constant_lr
368,139520.0,4.2578125,1.0,constant_lr
369,141184.0,4.30859375,1.0,constant_lr
370,141696.0,4.32421875,1.0,constant_lr
371,141056.0,4.3046875,1.0,constant_lr
372,140544.0,4.2890625,1.0,constant_lr
373,139136.0,4.24609375,1.0,constant_lr
374,138240.0,4.21875,1.0,constant_lr
375,140032.0,4.2734375,1.0,constant_lr
376,139776.0,4.265625,1.0,constant_lr
377,138880.0,4.23828125,1.0,constant_lr
378,140800.0,4.296875,1.0,constant_lr
379,139648.0,4.26171875,1.0,constant_lr
380,140672.0,4.29296875,1.0,constant_lr
381,140544.0,4.2890625,1.0,constant_lr
382,137984.0,4.2109375,1.0,constant_lr
383,138624.0,4.23046875,1.0,constant_lr
384,138368.0,4.22265625,1.0,constant_lr
385,139392.0,4.25390625,1.0,constant_lr
386,137728.0,4.203125,1.0,constant_lr
387,138880.0,4.23828125,1.0,constant_lr
388,139904.0,4.26953125,1.0,constant_lr
389,138496.0,4.2265625,1.0,constant_lr
390,140160.0,4.27734375,1.0,constant_lr
391,140416.0,4.28515625,1.0,constant_lr
392,141056.0,4.3046875,1.0,constant_lr
393,138880.0,4.23828125,1.0,constant_lr
394,137984.0,4.2109375,1.0,constant_lr
395,139136.0,4.24609375,1.0,constant_lr
396,139136.0,4.24609375,1.0,constant_lr
397,136704.0,4.171875,1.0,constant_lr
398,137856.0,4.20703125,1.0,constant_lr
399,139520.0,4.2578125,1.0,constant_lr
400,138880.0,4.23828125,1.0,constant_lr
401,138496.0,4.2265625,1.0,constant_lr
402,139904.0,4.26953125,1.0,constant_lr
403,137600.0,4.19921875,1.0,constant_lr
404,138112.0,4.21484375,1.0,constant_lr
405,139008.0,4.2421875,1.0,constant_lr
406,139136.0,4.24609375,1.0,constant_lr
407,135808.0,4.14453125,1.0,constant_lr
408,139392.0,4.25390625,1.0,constant_lr
409,135680.0,4.140625,1.0,constant_lr
410,137088.0,4.18359375,1.0,constant_lr
411,137408.0,4.193359375,1.0,constant_lr
412,136192.0,4.15625,1.0,constant_lr
413,137728.0,4.203125,1.0,constant_lr
414,137984.0,4.2109375,1.0,constant_lr
415,134336.0,4.099609375,1.0,constant_lr
416,137216.0,4.1875,1.0,constant_lr
417,138240.0,4.21875,1.0,constant_lr
418,137472.0,4.1953125,1.0,constant_lr
419,137472.0,4.1953125,1.0,constant_lr
420,138496.0,4.2265625,1.0,constant_lr
421,135104.0,4.123046875,1.0,constant_lr
422,137088.0,4.18359375,1.0,constant_lr
423,137472.0,4.1953125,1.0,constant_lr
424,137344.0,4.19140625,1.0,constant_lr
425,137472.0,4.1953125,1.0,constant_lr
426,135744.0,4.142578125,1.0,constant_lr
427,135936.0,4.1484375,1.0,constant_lr
428,138752.0,4.234375,1.0,constant_lr
429,136704.0,4.171875,1.0,constant_lr
430,136192.0,4.15625,1.0,constant_lr
431,136192.0,4.15625,1.0,constant_lr
432,135680.0,4.140625,1.0,constant_lr
433,133952.0,4.087890625,1.0,constant_lr
434,137984.0,4.2109375,1.0,constant_lr
435,137216.0,4.1875,1.0,constant_lr
436,135616.0,4.138671875,1.0,constant_lr
437,136448.0,4.1640625,1.0,constant_lr
438,138496.0,4.2265625,1.0,constant_lr
439,133760.0,4.08203125,1.0,constant_lr
440,135808.0,4.14453125,1.0,constant_lr
441,137472.0,4.1953125,1.0,constant_lr
442,134848.0,4.115234375,1.0,constant_lr
443,135808.0,4.14453125,1.0,constant_lr
444,135424.0,4.1328125,1.0,constant_lr
445,134272.0,4.09765625,1.0,constant_lr
446,136192.0,4.15625,1.0,constant_lr
447,137856.0,4.20703125,1.0,constant_lr
448,135552.0,4.13671875,1.0,constant_lr
449,136448.0,4.1640625,1.0,constant_lr
450,136960.0,4.1796875,1.0,constant_lr
451,134656.0,4.109375,1.0,constant_lr
452,135424.0,4.1328125,1.0,constant_lr
453,136192.0,4.15625,1.0,constant_lr
454,136320.0,4.16015625,1.0,constant_lr
455,133440.0,4.072265625,1.0,constant_lr
456,136512.0,4.166015625,1.0,constant_lr
457,135680.0,4.140625,1.0,constant_lr
458,137088.0,4.18359375,1.0,constant_lr
459,134528.0,4.10546875,1.0,constant_lr
460,133888.0,4.0859375,1.0,constant_lr
461,135808.0,4.14453125,1.0,constant_lr
462,134272.0,4.09765625,1.0,constant_lr
463,132928.0,4.056640625,1.0,constant_lr
464,137472.0,4.1953125,1.0,constant_lr
465,134784.0,4.11328125,1.0,constant_lr
466,135296.0,4.12890625,1.0,constant_lr
467,135296.0,4.12890625,1.0,constant_lr
468,131840.0,4.0234375,1.0,constant_lr
469,134656.0,4.109375,1.0,constant_lr
470,136768.0,4.173828125,1.0,constant_lr
471,133184.0,4.064453125,1.0,constant_lr
472,135552.0,4.13671875,1.0,constant_lr
473,135808.0,4.14453125,1.0,constant_lr
474,133696.0,4.080078125,1.0,constant_lr
475,134912.0,4.1171875,1.0,constant_lr
476,133888.0,4.0859375,1.0,constant_lr
477,134144.0,4.09375,1.0,constant_lr
478,134528.0,4.10546875,1.0,constant_lr
479,134528.0,4.10546875,1.0,constant_lr
480,133376.0,4.0703125,1.0,constant_lr
481,133568.0,4.076171875,1.0,constant_lr
482,134400.0,4.1015625,1.0,constant_lr
483,131200.0,4.00390625,1.0,constant_lr
484,135808.0,4.14453125,1.0,constant_lr
485,135296.0,4.12890625,1.0,constant_lr
486,133056.0,4.060546875,1.0,constant_lr
487,133632.0,4.078125,1.0,constant_lr
488,137088.0,4.18359375,1.0,constant_lr
489,131328.0,4.0078125,1.0,constant_lr
490,136448.0,4.1640625,1.0,constant_lr
491,133504.0,4.07421875,1.0,constant_lr
492,132800.0,4.052734375,1.0,constant_lr
493,134400.0,4.1015625,1.0,constant_lr
494,134656.0,4.109375,1.0,constant_lr
495,132160.0,4.033203125,1.0,constant_lr
496,134144.0,4.09375,1.0,constant_lr
497,133696.0,4.080078125,1.0,constant_lr
498,132608.0,4.046875,1.0,constant_lr
499,133504.0,4.07421875,1.0,constant_lr
500,135296.0,4.12890625,1.0,constant_lr
501,132544.0,4.044921875,1.0,constant_lr
502,134272.0,4.09765625,1.0,constant_lr
503,134592.0,4.107421875,1.0,constant_lr
504,132224.0,4.03515625,1.0,constant_lr
505,133888.0,4.0859375,1.0,constant_lr
506,132096.0,4.03125,1.0,constant_lr
507,133696.0,4.080078125,1.0,constant_lr
508,132864.0,4.0546875,1.0,constant_lr
509,132096.0,4.03125,1.0,constant_lr
510,131968.0,4.02734375,1.0,constant_lr
511,135552.0,4.13671875,1.0,constant_lr
512,131072.0,4.0,1.0,constant_lr
513,132480.0,4.04296875,1.0,constant_lr
514,136192.0,4.15625,1.0,constant_lr
515,132672.0,4.048828125,1.0,constant_lr
516,134400.0,4.1015625,1.0,constant_lr
517,133440.0,4.072265625,1.0,constant_lr
518,132608.0,4.046875,1.0,constant_lr
519,132864.0,4.0546875,1.0,constant_lr
520,134656.0,4.109375,1.0,constant_lr
521,132288.0,4.037109375,1.0,constant_lr
522,134400.0,4.1015625,1.0,constant_lr
523,131520.0,4.013671875,1.0,constant_lr
524,129792.0,3.9609375,1.0,constant_lr
525,133440.0,4.072265625,1.0,constant_lr
526,132224.0,4.03515625,1.0,constant_lr
527,132480.0,4.04296875,1.0,constant_lr
528,132160.0,4.033203125,1.0,constant_lr
529,133696.0,4.080078125,1.0,constant_lr
530,131968.0,4.02734375,1.0,constant_lr
531,132928.0,4.056640625,1.0,constant_lr
532,132608.0,4.046875,1.0,constant_lr
533,132992.0,4.05859375,1.0,constant_lr
534,133248.0,4.06640625,1.0,constant_lr
535,132352.0,4.0390625,1.0,constant_lr
536,132416.0,4.041015625,1.0,constant_lr
537,133568.0,4.076171875,1.0,constant_lr
538,132672.0,4.048828125,1.0,constant_lr
539,132160.0,4.033203125,1.0,constant_lr
540,133952.0,4.087890625,1.0,constant_lr
541,132096.0,4.03125,1.0,constant_lr
542,132416.0,4.041015625,1.0,constant_lr
543,132864.0,4.0546875,1.0,constant_lr
544,133760.0,4.08203125,1.0,constant_lr
545,132224.0,4.03515625,1.0,constant_lr
546,133440.0,4.072265625,1.0,constant_lr
547,131008.0,3.998046875,1.0,constant_lr
548,131904.0,4.025390625,1.0,constant_lr
549,131584.0,4.015625,1.0,constant_lr
550,130176.0,3.97265625,1.0,constant_lr
551,131008.0,3.998046875,1.0,constant_lr
552,130560.0,3.984375,1.0,constant_lr
553,130432.0,3.98046875,1.0,constant_lr
554,131008.0,3.998046875,1.0,constant_lr
555,132032.0,4.029296875,1.0,constant_lr
556,132608.0,4.046875,1.0,constant_lr
557,132864.0,4.0546875,1.0,constant_lr
558,132416.0,4.041015625,1.0,constant_lr
559,132352.0,4.0390625,1.0,constant_lr
560,133248.0,4.06640625,1.0,constant_lr
561,132096.0,4.03125,1.0,constant_lr
562,131456.0,4.01171875,1.0,constant_lr
563,131264.0,4.005859375,1.0,constant_lr
564,132608.0,4.046875,1.0,constant_lr
565,131264.0,4.005859375,1.0,constant_lr
566,131072.0,4.0,1.0,constant_lr
567,131136.0,4.001953125,1.0,constant_lr
568,132160.0,4.033203125,1.0,constant_lr
569,134272.0,4.09765625,1.0,constant_lr
570,132160.0,4.033203125,1.0,constant_lr
571,130304.0,3.9765625,1.0,constant_lr
572,132736.0,4.05078125,1.0,constant_lr
573,128128.0,3.91015625,1.0,constant_lr
574,129984.0,3.966796875,1.0,constant_lr
575,131456.0,4.01171875,1.0,constant_lr
576,129984.0,3.966796875,1.0,constant_lr
577,131072.0,4.0,1.0,constant_lr
578,131712.0,4.01953125,1.0,constant_lr
579,129600.0,3.955078125,1.0,constant_lr
580,128960.0,3.935546875,1.0,constant_lr
581,129664.0,3.95703125,1.0,constant_lr
582,128768.0,3.9296875,1.0,constant_lr
583,131520.0,4.013671875,1.0,constant_lr
584,130560.0,3.984375,1.0,constant_lr
585,129216.0,3.943359375,1.0,constant_lr
586,130112.0,3.970703125,1.0,constant_lr
587,131520.0,4.013671875,1.0,constant_lr
588,129472.0,3.951171875,1.0,constant_lr
589,132288.0,4.037109375,1.0,constant_lr
590,130816.0,3.9921875,1.0,constant_lr
591,128640.0,3.92578125,1.0,constant_lr
592,130688.0,3.98828125,1.0,constant_lr
593,131072.0,4.0,1.0,constant_lr
594,131712.0,4.01953125,1.0,constant_lr
595,131008.0,3.998046875,1.0,constant_lr
596,129280.0,3.9453125,1.0,constant_lr
597,129152.0,3.94140625,1.0,constant_lr
598,132800.0,4.052734375,1.0,constant_lr
599,129216.0,3.943359375,1.0,constant_lr
600,131072.0,4.0,1.0,constant_lr
601,130368.0,3.978515625,1.0,constant_lr
602,128960.0,3.935546875,1.0,constant_lr
603,128832.0,3.931640625,1.0,constant_lr
604,131840.0,4.0234375,1.0,constant_lr
605,129024.0,3.9375,1.0,constant_lr
606,131776.0,4.021484375,1.0,constant_lr
607,129536.0,3.953125,1.0,constant_lr
608,129600.0,3.955078125,1.0,constant_lr
609,130752.0,3.990234375,1.0,constant_lr
610,130432.0,3.98046875,1.0,constant_lr
611,129664.0,3.95703125,1.0,constant_lr
