step,weightproj__W_U__r0,weightproj__W_U__r1,weightproj__W_U__r2,weightproj__embed__W_E__r0,weightproj__embed__W_E__r1,weightproj__embed__W_E__r2,weightproj__pos_embed__W_pos__r0,weightproj__pos_embed__W_pos__r1,weightproj__pos_embed__W_pos__r2,weightproj__attn__W_K__r0,weightproj__attn__W_K__r1,weightproj__attn__W_K__r2,weightproj__attn__W_Q__r0,weightproj__attn__W_Q__r1,weightproj__attn__W_Q__r2,weightproj__attn__W_V__r0,weightproj__attn__W_V__r1,weightproj__attn__W_V__r2,weightproj__attn__W_O__r0,weightproj__attn__W_O__r1,weightproj__attn__W_O__r2,weightproj__mlp__W_in__r0,weightproj__mlp__W_in__r1,weightproj__mlp__W_in__r2,weightproj__mlp__b_in__r0,weightproj__mlp__b_in__r1,weightproj__mlp__b_in__r2,weightproj__mlp__W_out__r0,weightproj__mlp__W_out__r1,weightproj__mlp__W_out__r2,weightproj__mlp__b_out__r0,weightproj__mlp__b_out__r1,weightproj__mlp__b_out__r2
3450.0,3.721389019023146,2.457712202696313,3.9200552555521297,2.561758787141171,2.079046949915824,3.0576837424245555,5.022573068601792,3.1916168805494682,4.773521299262778,9.870328237740965,5.520982735694267,6.135770889946101,4.405538140432117,7.17223958234294,4.106135469046185,2.056742219259876,3.4095322712971607,4.188985929639627,2.945082884139099,4.539421056231378,4.250008285071157,5.178908933214525,3.714981091196335,3.127359350538517,2.772985668994462,3.186531411566313,5.614884854600318,2.2849540552252723,2.8277206517690994,2.7261976204934935,3.4605314985208873,4.363057069453694,3.0431773702607003
3500.0,3.8387489766038585,2.451491914389432,4.100534039316321,2.6124361599995938,2.1092611581510687,3.1903978637473216,5.140551423711526,3.2400954147464955,4.976445791688788,9.941158523152017,5.390720969215634,6.033886758582624,4.479134282288749,7.499469791937906,4.092462873283803,2.049730962465355,3.3602510236458523,4.168545578210296,2.9845624193926152,4.678417239668751,4.224052463616075,5.150053511259254,3.7398810370022653,3.231206362048626,2.788671145593977,3.1831360634713475,5.664089904964932,2.2807111999728185,2.9008459537806126,2.740632017642839,3.5328689401469457,4.493517059383213,2.9828399478343366
3550.0,3.89820101321981,2.4762486411554536,4.288987458760535,2.6938689456051255,2.1367032416348803,3.272130304654773,5.458757748754343,3.3093471951054436,5.171128172220519,9.965754668600743,5.238956016820664,5.897284688680992,4.5966246950240075,7.9752317219316415,4.074319319694567,2.040536187312748,3.3417660808562326,3.961466680043396,2.9737846847258576,4.793270249145058,4.192706866637647,5.157159953931077,3.757169674538792,3.3087921263552893,2.799389437190286,3.1709452197810024,5.724422899134256,2.3039142567744606,3.013803797541127,2.7227565506694136,3.5680474150238997,4.598759641683899,2.988629789221182
3600.0,3.9431548587233527,2.51427433699585,4.533480688208821,2.7739460496366672,2.1501110342460343,3.4170273025384894,5.559579682387593,3.3867956661562877,5.277439587529314,9.941154441893868,5.085683945570629,5.762356068193198,4.6781802110879855,8.87613078346222,4.04203697106127,2.0350700202626366,3.3289920425885606,3.774584502588116,2.9863995048113035,4.747637796556186,4.172550898227894,5.172632228574163,3.6955280181218373,3.3510417219996125,2.8028770430371366,3.156551794559127,5.9897367512771655,2.313671276471368,3.136666623620651,2.687332634832082,3.550267167795463,4.803117177888908,2.979876253931641
3650.0,3.952371866831086,2.6423714663951046,4.906563740190153,2.8702687219814242,2.1569215836485607,3.566314994169269,5.50122319547048,3.4324912826015694,5.232932669291445,10.003793259622988,4.963364697303609,5.642180351113436,4.76455409978644,9.362029466490565,3.9781437294459225,2.0311519118402095,3.337564419450115,3.550240227792264,2.985304929592347,4.7824306981166975,4.2015573060281435,5.14153806736976,3.7639847691363904,3.380300910952896,2.8021583546537285,3.154835862059182,6.093254847174204,2.3529535620976922,3.2553749927654776,2.6868839947674155,3.4910921253751646,5.092649191432618,2.982775829619213
3700.0,3.936022324943984,2.726212370951539,5.081389324649591,2.909051620238989,2.1803093412401804,3.7731641176403845,5.549932053333231,3.4102688966384576,5.385469034698456,9.895640929921749,4.663323614613553,5.399441646648349,4.851081005590861,9.28311697939233,3.8279370641876866,2.0258737557725874,3.2881922943738138,4.292398689834519,2.952844897312437,4.878038191283257,4.203546080814464,4.961678126263134,3.81609286325776,3.3474415346846063,2.7889513175104694,3.1958137587363855,6.079856352745023,2.3675044043537223,3.293018880206795,2.6678288197326596,3.4589640392287424,5.291351341791644,2.949039429485421
3750.0,4.055164777011088,2.760189042127841,5.46194968441762,2.9307311926859962,2.1883082360658936,3.9461559467002205,5.48087894382463,3.3866363651614875,5.545227188593074,9.590013087519921,4.399668245275668,5.233873186209001,4.8884651943785125,9.228560783754267,3.720706650847614,2.0444603087136435,3.253060035343364,4.295739628546627,2.989307718332314,5.062705168421562,4.116893824135673,4.668373161350729,3.7767794730573874,3.37708184401382,2.7847806853063557,3.173506280985061,5.893728087843035,2.4394026516695444,3.319489760432375,2.6711931107738565,3.3388210268133043,5.513979404089784,2.9215104328122243
3800.0,4.238075268604247,2.851965964483903,5.778277082050727,2.929297761393336,2.1817940801797544,4.046066505346427,5.391143901644722,3.365851709947839,5.725904117358187,9.198905276562307,4.307862025764333,5.03031516807893,4.894465847769544,9.125602342971687,3.6357061462887,2.061150266125298,3.226779404746904,4.18432406912145,3.036461599508092,5.200528779559419,4.059629055183449,4.500164890418839,3.761310691002857,3.376905892739082,2.7894926795414,3.1223929289642194,5.742334073177488,2.513886191654547,3.371588045013677,2.703345399916336,3.3455233845548116,5.678723276628456,2.918214732136935
3850.0,4.380078539705048,2.9258341253618285,6.0300909050003,2.958808669001501,2.1692326878669452,4.160558210984872,5.340313477026194,3.342432048818567,5.923297695325453,8.854993843158521,4.526693865407108,4.861330912914188,4.887887060179019,9.031867390972362,3.5982103724043464,2.129044067882553,3.313688502240775,4.122597643050396,3.056407815297152,5.380691496002772,4.032870896005049,4.470404945466451,3.77304121273087,3.381295568535217,2.7838620008556565,3.200106746831367,5.721673636912407,2.6143533646332187,3.422729967803618,2.7721569311567102,3.522532275717795,5.84371783651479,2.9760441881834017
3900.0,4.517592975746323,2.984792791758513,6.448015412053686,2.9703990200951327,2.17961237685436,4.185377499551295,5.257595712025686,3.464920569018858,6.250055634686135,8.49448428981707,4.780639046269826,4.660810940214966,4.945941881295118,8.844058897436875,3.6262355840796436,2.200904716991407,3.3861038640532755,4.096439512865258,3.0940005645912905,5.167086516373911,3.9900906470886004,4.3942947241322114,3.8016669885631673,3.332627474759267,2.7562765966673664,3.2743838366075075,5.493372818556891,2.7274239089856414,3.512163678107156,2.9013512886764246,3.7014729939966493,5.924416728613155,3.0659751855210096
3950.0,4.695864799458844,3.0406527365789793,6.718249810865288,3.0049725590153877,2.2002375195135873,4.166804373568609,5.212972715803156,3.5257491458518064,6.2833336577354375,8.261005540649638,4.587410895813798,4.529177128012088,5.0852726462236975,8.567268575633069,3.6683758052589397,2.2456387996247247,3.4572758232999963,4.162032701796008,3.16622671427606,5.491646078070281,3.9324366275050098,4.278402326772561,3.8227897796475285,3.262573332485746,2.781288358530492,3.2730120540560854,5.363727617742811,2.8201412772854995,3.5601136514282574,2.9517755635892917,3.6147837849337456,5.9700502686966095,3.0701355842917066
4000.0,4.890064949386046,3.104242312592253,6.716093412476619,2.9626895252423617,2.2231372816800166,4.123239467771921,5.195215639780161,3.585850596567105,6.631885531774321,7.859477342555063,4.510175266760351,4.419953511173667,5.292072270283219,8.341621331810828,3.5484154878550855,2.2760941804747588,3.5495570201498716,4.252763838679411,3.211306064957019,5.897337040848594,3.8462458469547354,4.153171029516656,3.7737359652434788,3.254511312858834,2.8882491932317578,3.224221471520454,5.020456012104453,2.9774441108186633,3.610109790341105,2.9886940219034748,3.6049734424286095,6.0616535817555,3.123005309433312
4050.0,5.022763325146818,3.1694279715238336,6.510582644900136,2.928636647682756,2.26971812283083,4.164273190207257,5.232494965852588,3.667846865622027,6.794144146910551,7.537814267271027,4.44730699509412,4.393711833662137,5.232043207213717,7.713658777374265,3.446854618816944,2.3182622753831725,3.635701238083732,4.318959135200218,3.2266744664610223,6.309548462931694,3.8350095447597927,4.005880160050143,3.6797437513335796,3.348925614034206,2.865702450583876,3.179662539285239,4.676966096890192,3.076520008969609,3.6004648228600895,2.994463337002009,3.656433586987791,6.099834797759724,3.2362687268201036
4100.0,5.332515800598312,3.2315945876774355,6.27642680781485,2.9338123585147238,2.3312915165084593,4.260233778760829,5.27037918590827,3.660671023121839,6.979120661031568,7.137960612716239,4.443903013613344,4.505911134353546,5.34957984627838,7.392151085625452,3.3303101464721747,2.3362212569788845,3.791653099447743,4.4202481313617685,3.2410499997503504,6.375758532524252,3.8907357694329443,3.925675628772864,3.671042616241938,3.462060493624995,2.875292861799752,3.1386086801710373,4.572525559495356,3.1911843261514385,3.59701365570676,3.0467710120026954,3.697483181522149,6.220087123140777,3.328225790924459
4150.0,5.6010601669282,3.324462941028684,6.142072475090838,2.9408948397216785,2.4184858854441154,4.154471129877281,5.4290922912617114,3.689195750210893,7.070925403592753,6.760948402358321,4.482898789808468,4.764527819096679,5.333455691559478,6.962484618408994,3.3112447287816216,2.3751689406641554,3.981636826238652,4.5318845660184515,3.2923339870066552,6.385552640965383,3.859550585310686,3.8500366603034117,3.6082862137648575,3.585259018367038,2.890356069621912,3.1433957171297915,4.480508553926748,3.264961941023808,3.6634303507767245,3.1190228601018783,3.7437532189299514,6.155479465125759,3.373701851724654
4200.0,5.844918517471935,3.441520209053372,5.922401623307954,2.935193187116439,2.4595300213415965,4.104112900082228,5.654958080117036,3.667303499285921,6.956154445142171,6.364384746446629,4.527120157896938,4.74646759132062,5.333176184421995,6.602013089139348,3.213718443514811,2.4103199000039846,4.156529825909831,4.6696490077317,3.3429907813044566,6.330989931856944,3.764967405486336,3.8382527979614416,3.475043651424525,3.6805579862556708,3.0484440912796593,3.1273379638406267,4.368951173032524,3.3564634869241496,3.7988313540262686,3.234808756269003,3.675368707362693,6.237032795387525,3.45881617258511
4250.0,6.310499945589221,3.506053045829185,5.615947453469292,2.94214307725936,2.4829042248072346,4.106034891722416,5.678454337042455,3.6861180843215626,6.9207844710630795,5.907914618884051,4.47202610217789,4.743429904934013,5.13537174631632,6.258585780653604,3.1372574997997416,2.4592838408165067,4.333931470869146,4.796610854103563,3.433318712610396,6.407730700259412,3.60916538438155,3.8149751731294805,3.417842760389221,3.7530922534667512,3.136581535406981,3.1061877777485356,4.250077233515824,3.432648938877445,3.8713902246461043,3.4393510121446256,3.756683762500756,6.445344744884279,3.6758921456259834
4300.0,6.690299252340065,3.592802470969685,5.314583749675089,2.9131967268088523,2.491041218910801,4.094760252257083,5.765523720752403,3.6886166071127806,6.67376464518304,5.74292067387749,4.665611087040232,4.730181906883954,4.893912446918837,5.943230768062299,3.0712881545208846,2.5105660113579034,4.44262645445503,4.91367994960568,3.5155269777953007,6.391270981242068,3.5137716900968368,3.7471584368325073,3.2816913299791577,3.7750728566430194,3.2388162492865606,3.1201099229280262,4.076475757695057,3.593563058300673,3.8847435448435763,3.7785037128084475,3.863515612427158,6.484287541723831,3.875258122258045
4350.0,6.83744404319863,3.5996671522836166,5.1171709599447714,2.9430336192500595,2.5877549306380585,4.021773511642983,5.6374357695621775,3.6798735158665474,6.278449872325631,5.553344518403043,4.769973864615983,4.718464192718518,4.69157115024,5.682186068796995,2.995815304633732,2.5751536547891916,4.56873731520483,4.948510320352621,3.5495475482396563,6.4443391626749715,3.4018059577657653,3.6054221181448125,3.2249241519486365,3.7924720480347274,3.3281736699014446,3.1674718552716894,3.917229307832072,3.724265759181138,3.898072069566741,4.02489998263307,4.007534436067669,6.617149546168947,4.051135968898737
4400.0,6.733039528983491,3.5396826221546545,4.993978569130709,3.05487573103909,2.730191708905852,3.923536345785076,5.628815015077671,3.6738334904117527,5.9752083674448135,5.38574895435811,4.9041955363739165,4.670642572142241,4.467573530935563,5.583474920620217,2.909755667689937,2.6452434077653457,4.699019265076371,5.007454723881495,3.5408786124721736,6.37508365636844,3.2392919309164028,3.4531099325454453,3.2206316077413226,3.7896222778471396,3.4097363327095076,3.209394666814359,3.880512394495349,3.860954422271488,3.9721302880597626,4.062336447709614,4.132483852164074,6.478837306992283,4.174207099386839
4450.0,6.796732848492765,3.549336113116448,4.824182620637988,3.175974481864559,2.7963955826902653,3.806800879534774,5.408826070625898,3.8568015338769515,5.895078023951154,5.637813757632848,5.116479146013048,4.643668987428048,4.318348331192496,5.429572569283072,2.8184587008318727,2.725068299213705,4.825014159967133,5.0395937614649915,3.535700010737287,6.379195651268382,3.0407531683330986,3.3823801250978707,3.28115587811054,3.7871907515861594,3.5004685408753042,3.1576979680078336,3.8429865712698086,3.9482347984098265,4.0650050196256595,4.255704204487755,4.231635716460451,6.629107477389803,4.246899542838502
4500.0,6.562411281670044,3.5188466184734914,4.703300245503615,3.324803070145322,2.856686943811242,3.6941583247063443,5.373366861645624,4.305213266626273,5.7111391139878585,5.806052397668502,5.462246537141997,4.392927145684087,4.125585406734315,5.370304119222127,2.6374462679245436,2.796993584288931,4.801276973932473,5.152839173963733,3.5806076168428413,6.210291172287618,2.986980750104217,3.3365590219036183,3.1952463078760904,3.805969375305074,3.566340071171402,3.0655890138489745,3.7027481615721434,3.959323332889967,4.127484043377957,4.3019212829146625,4.286839288735234,6.6020380894200175,4.475900413947396
4550.0,6.2709965574037705,3.489527172843252,4.471873696623986,3.379630248185104,2.9338937614417975,3.7039649024650356,5.2920892408678695,4.59297990938237,5.625166607375697,5.697957616041485,5.865030984623464,4.118903611689293,4.033314930953435,5.295489674474127,2.5937397703793383,2.8449092055596945,4.792138823979155,5.323153228048632,3.6462509409138324,6.120819476250343,2.962847980565064,3.2723265175455225,3.140149257982385,3.8462594381520563,3.586185792731986,2.9568636966683663,3.732608769278691,3.968701472045459,4.173527686051785,4.486104715820106,4.24188217614943,6.675802203275133,4.615437266666123
4600.0,5.718630594263472,3.348709889870851,4.256760201845153,3.462299154322914,2.9885946042922056,3.52547962679366,5.179092136708889,4.746241471139072,5.502823699517725,5.486503709134502,6.296986308706326,4.16568125067864,4.00431170238287,5.091640405720348,2.6016534222784924,2.858038025319053,4.806378928738128,5.414802293501559,3.8471004833648013,5.897641437691024,2.9606575547391687,3.203019723198717,3.1754652242527217,3.9146556957541807,3.6037699935589202,2.8790180434817176,3.7785220445182586,3.9829705442556547,4.280542386286282,4.749019350649539,4.20309822440217,6.854338593753619,4.732659911231374
4650.0,5.43546836439412,3.265230929786323,4.1860924365064145,3.552239009763488,3.075899644793719,3.5432123087729424,5.123959223063489,4.72388855257178,5.407556926143888,5.471082326360407,6.401516575271635,4.202786391566937,4.013104517367437,5.024139502144521,2.6339345288324982,2.893531188527366,4.745207080228879,5.278558910816954,4.050223464973493,5.663063595738036,3.0116134230124554,3.125786319790617,3.1920360496242197,3.9893479042654305,3.687056026204111,2.772919763417463,3.762330157612295,3.9842863086336946,4.446418503265943,4.936981340876203,4.222698139167714,6.953792271570522,4.76012368685956
4700.0,5.3082839519871525,3.2925090237450423,4.120811410903346,3.632192781198934,3.122195171805118,3.613062724815253,5.077034665642062,4.78662414815797,5.3181098558168305,5.335978163731489,6.589363484890854,4.196620888730173,3.983546102565655,4.944501250878379,2.653890435163443,2.9585582497598404,4.671104190278723,5.190772262382252,4.0982462748613475,5.5879967698824755,3.064393525446795,3.0669032632543747,3.2368156138254336,4.079929370165824,3.8541856438417352,2.662679789374436,3.722013188105135,4.103037117680887,4.58561786487113,5.081739578799619,4.196040975771156,7.097472002230316,4.759619668064746
4750.0,5.084960042135399,3.2684403441619665,4.114355041001343,3.68373318382796,3.1925981445222007,3.7168134734938993,5.046743461038287,4.746422901911778,5.252328306462263,5.156044024785546,6.617828396252245,4.105541577250624,3.984801776553653,4.832754257523936,2.6800829365523096,3.046703542095418,4.4224103290991215,5.2781685495695605,4.198194532439291,5.59757094175744,3.1142838911966284,3.071908730524811,3.2663423591307046,4.098222615381269,3.9877607171391025,2.560017629218544,3.767203152287233,4.038039520179903,4.7316170265739865,5.252952862847921,4.159151015007571,7.350303807573426,4.717809027650604
4800.0,4.893510446004386,3.2414269378296803,4.1019536455247385,3.7409633748547106,3.2403133456398594,3.768931777926636,5.0372469631328975,4.6903318493630115,5.1753247285794854,4.864483270583682,6.629071130968245,4.035535577130248,3.9917230480478176,4.747478099711647,2.747620755039182,3.1079949341785738,4.105072900477204,5.59793143780736,4.308606136098593,5.572650043998365,3.15092594837071,3.0978771605493316,3.2125190472547285,4.026879361435288,4.072727675678838,2.535825705835715,3.7774499481892465,4.0298062433346535,4.79283195175079,5.497985724460723,4.086679530200224,7.401788649781944,4.716796127019174
4850.0,4.828871110855542,3.2630349721295846,4.059867183054227,3.7152123688584937,3.2675811945244875,3.769046405764662,5.1491914572983335,4.790562500192935,5.189077251969629,4.768763938512377,6.516559627762187,4.000214360125109,4.086396709103353,4.636782136709804,2.81253132939634,3.2113467851275503,3.8896019665998627,5.516502656723401,4.248036679244628,5.353433057389176,3.2066406838219326,3.0376644138736175,3.2601599515835824,3.8829711023424904,4.117035432716783,2.5299930161698536,3.701635256613176,4.123972417423092,4.756178201801917,5.764236584128618,4.013536631674054,7.845284195567489,4.648463893229899
4900.0,4.645557990971687,3.2531129405171253,4.058053180879197,3.7065465394862347,3.2211078390666903,3.6869452732648877,5.0552268572480115,4.811189435362257,5.119626176837668,4.678309007765644,6.19820057949587,3.9742643347419344,4.129305193442762,4.671725616868373,2.794664694633748,3.219641296553125,3.656453623272433,5.665597282087265,4.120318621115334,5.225118988744582,3.235433046358228,2.9779533608456275,3.346115167166728,3.7547733889925747,4.084008974439482,2.504252488020381,3.6644565588991425,4.297242329107604,4.7101453755020355,5.827665791215756,3.9358122147426897,7.545989041689949,4.561874259513787
4950.0,4.465826963153686,3.3116810954327667,4.044666013740978,3.766338240010625,3.2193630954543724,3.6131862905152308,4.906405639652359,4.853822730650834,5.218457292440581,4.631919830893873,5.7071745471839055,3.967558397662482,4.137456098660575,4.5818531952150074,2.7805429213774335,3.285416852748738,3.5343517236092885,5.797964740486097,3.989886814385297,5.0545722094213,3.260017059912091,2.880247311721828,3.367542218106043,3.6283910550274063,4.013291348520958,2.386578760923309,3.5878736855955604,4.539010758039106,4.7268721952636525,5.814257959790064,3.629523840967868,7.321061550938204,4.4368968717447785
5000.0,4.36844546619729,3.397426264075718,3.890220407483407,3.7718585489048713,3.243585564676231,3.6900720974568544,5.02167387710873,4.903197718841009,5.48569722397632,4.7467127578324195,5.4693173582487224,3.9254438235619893,4.053317884696995,4.5301144580168895,2.884009510892415,3.2410031748279944,3.542093662613429,5.891974059518143,3.872453119192355,4.896699734728236,3.273288285204961,2.7079243855203585,3.3856732216512264,3.534347201454101,4.006338626628349,2.3451737116597875,3.5065238534572534,4.72466240373106,4.709709965649501,5.714400506807458,3.5275806095566695,7.157864268817097,4.267315825532079
5050.0,4.350375586834852,3.515087099152763,3.7961405122450764,3.743230697886751,3.3497481554860284,3.9508246095952066,4.863626059072819,4.870385635055497,5.925922982674032,4.524674110479743,5.38121775665138,3.7931553085970697,4.056146354497757,4.575382963065998,2.9860403373293134,3.2767498208135004,3.523527366499735,6.143403590924062,3.6945430137301383,4.766806749169601,3.280342809617559,2.65038376322204,3.41731886913566,3.7391891339369576,3.778107952853802,2.364184882049868,3.416187646067753,4.861791893839235,4.592264389193265,5.517273963444664,3.593292157984684,6.740561112394999,4.064577317956646
5100.0,4.226963441914305,3.634530460212829,3.7063736026643963,3.7151797336256185,3.354037164937833,4.011277034938561,4.693303238835696,4.809560070861772,5.9172590657596675,4.080854137577836,5.221534308390163,3.8890126808548637,3.9966474981908067,4.52059297928619,3.0760928492242257,3.2924528914515574,3.376588249968032,6.744796878713351,3.4249350682603334,4.649458694732949,3.283840544477697,2.6153065679055993,3.322365445897515,3.7376606746852725,3.527623369690872,2.3971494543112746,3.2715048402374975,4.981925970134556,4.436446352551753,5.282632549824232,3.660829639390141,6.383672197740503,3.874545586615403
5150.0,4.461833166922934,3.719863514845498,3.621995123792304,3.7002041814001254,3.354191509765172,3.9452609284404105,4.392031495814071,4.464023551972565,5.9341323070781655,4.156455445979504,5.07920810400013,3.8047397564850876,3.7270475316073646,4.302908087681617,3.1685618500472015,3.279529969173889,3.274978947043223,6.650576600639073,3.338584365969325,4.393204793046802,3.254557995773181,2.7815699020240943,3.2575576279590095,3.663830303454584,3.1676530335556286,2.399882562789198,3.090577634746939,5.0063863213998365,4.241243227943944,5.02797795419648,3.7125240242630277,6.015565808798961,3.4927433639130947
5200.0,4.652121153715901,3.9638700774820634,3.403485415703932,3.609148204494924,3.3347279234959983,3.8601291068970682,4.186473017354559,4.370414628977879,5.904148052586233,4.107938699050086,4.865588262250821,3.619731701924324,3.577721203570701,4.172652263313617,3.2390064605807267,3.27698279005963,3.1478568639897544,6.598425665320822,3.5191219017210584,4.198920684061974,3.262242429170323,2.8191122595329614,3.2282761610090334,3.614851350418428,2.944817869487659,2.405750559137101,2.8908507374386816,5.101091260163322,3.9671568352340776,4.764348912733885,3.8092154831694267,5.8510027948428,3.1307017139668147
